Database;URL;DOI;Author(s);Year;Venue;Type;Title;Abstract;Keywords;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131730221&doi=10.1109%2fTNSM.2022.3179267&partnerID=40&md5=d27e564d39aff1bde29bba15a4f074ad;10.1109/TNSM.2022.3179267;Castell-Uroz I. ─ Sanz-Garcia R. ─ Sole-Pareta J. ─ Barlet-Ros P.;2022;IEEE Trans. Netw. Serv. Manage.;Article;Demystifying Content-Blockers: Measuring Their Impact on Performance and Quality of Experience;With the evolution of the online advertisement and tracking ecosystem, content-blockers have become the reference tool for improving the security, privacy and browsing experience when surfing the Internet. It is also commonly believed that using content-blockers to stop unsolicited content decreases the time needed for loading websites. In this work, we perform a large-scale study on the actual improvements of using content-blockers in terms of performance and quality of experience. For measuring it, we analyze the page size and loading times of the 100K most popular websites, as well as the most relevant QoE metrics, such as the Speed Index, Time to Interactive or the Cumulative Layout Shift, for the subset of the top 10K of them. Our experiments show that using content-blockers results in small improvements in terms of performance. However, contrary to popular belief, this has a negligible impact in terms of loading time and quality of experience. Moreover, in the case of small and lightweight websites, the overhead introduced by content-blockers can even result in decreased performance. Finally, we evaluate the improvement in terms of QoE based on the Mean Opinion Score (MOS) and find that two of the three studied content-blockers present an overall decrease between 3% and 5% instead of the expected improvement.  © 2004-2012 IEEE.;adblock ─ advertisement ─ Content-filtering ─ loading time ─ page size ─ performance ─ QoE ─ speed index ─ Web tracking;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177617219&doi=10.1145%2f3618257.3624836&partnerID=40&md5=e659e02400a956c777060bf3a4d78622;10.1145/3618257.3624836;McQuistin S. ─ Snyder P. ─ Perkins C. ─ Haddadi H. ─ Tyson G.;2023;23rd Edition of the ACM Internet Measurement Conference, IMC 2023;Conference paper;A First Look at the Privacy Harms of the Public Suffix List;The public suffix list is a community-maintained list of rules that can be applied to domain names to determine how they should be grouped into logical organizations or companies. We present the first large-scale measurement study of how the public suffix list is used by open-source software on the Web and the privacy harm resulting from projects using outdated versions of the list. We measure how often developers include out-of-date versions of the public suffix list in their projects, how old included lists are, and estimate the real-world privacy harm with a model based on a large-scale crawl of the Web. We find that incorrect use of the public suffix list is common in open-source software, and that at least 43 open-source projects use hard-coded, outdated versions of the public suffix list. These include popular, security-focused projects, such as password managers and digital forensics tools. We also estimate that, because of these out-of-date lists, these projects make incorrect privacy decisions for 1313 effective top-level domains (eTLDs), affecting 50,750 domains, by extrapolating from data gathered by the HTTP Archive project. © 2023 ACM.;domain boundaries ─ web privacy;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194080417&doi=10.1145%2f3589334.3645698&partnerID=40&md5=9fd425603c04d0e3071167de6fcef777;10.1145/3589334.3645698;Lee K. ─ Lim C. ─ Jin B. ─ Kim T. ─ Kim H.;2024;33rd ACM Web Conference, WWW 2024;Conference paper;AdFlush: A Real-World Deployable Machine Learning Solution for Effective Advertisement and Web Tracker Prevention;Conventional ad blocking and tracking prevention tools often fall short in addressing web content manipulation. Machine learning approaches have been proposed to enhance detection accuracy, yet aspects of practical deployment have frequently been overlooked. This paper introduces AdFlush, a novel machine learning model for real-world browsers. To develop AdFlush, we evaluated the effectiveness of 883 features, ultimately selecting 27 key features for optimal performance. We tested AdFlush on a dataset of 10,000 real-world websites, achieving an F1 score of 0.98, thereby outperforming AdGraph (F1 score: 0.93), WebGraph (F1 score: 0.90), and WTAgraph (F1 score: 0.84). Additionally, AdFlush significantly reduces computational overhead, requiring 56% less CPU and 80% less memory than AdGraph. We also assessed AdFlush's robustness against adversarial manipulations, demonstrating superior resilience with F1 scores ranging from 0.89 to 0.98, surpassing the performance of AdGraph and WebGraph, which recorded F1 scores between 0.81 and 0.87. A six-month longitudinal study confirmed that AdFlush maintains a high F1 score above 0.97 without the need for retraining, underscoring its effectiveness. © 2024 ACM.;ad blocking ─ machine learning ─ web security ─ web tracking;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178549011&doi=10.5220%2f0012078100003555&partnerID=40&md5=47e272c0771d77a498075122af88157c;10.5220/0012078100003555;Polčák L. ─ Jeřábek K.;2023;20th International Conference on Security and Cryptography, SECRYPT 2023;Conference paper;Data Protection and Security Issues with Network Error Logging;Network Error Logging helps web server operators detect operational problems in real-time to provide fast and reliable services. This paper analyses Network Error Logging from two angles. Firstly, this paper overviews Network Error Logging from the data protection view. The ePrivacy Directive requires consent for nonessential access to the end devices. Nevertheless, the Network Error Logging design does not allow limiting the tracking to consenting users. Other issues lay in GDPR requirements for transparency and the obligations in the contract between controllers and processors of personal data. Secondly, this paper explains Network Error Logging exploitations to deploy long-time trackers to the victim devices. Even though users should be able to disable Network Error Logging, it is not clear how to do so. Web server operators can mitigate the attack by configuring servers to preventively remove policies that adversaries might have added. © 2023 by SCITEPRESS - Science and Technology Publications, Lda. Under CC license (CC BY-NC-ND 4.0).;Data Protection ─ Network Error Logging ─ Service Worker ─ Web Privacy ─ Web Server Management;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122669314&doi=10.1016%2fj.cose.2022.102606&partnerID=40&md5=c9158e86831f52bb4d9f0e00e9c061d1;10.1016/j.cose.2022.102606;Lin X. ─ Liu H. ─ Li Z. ─ Xiong G. ─ Gou G.;2022;Comput Secur;Article;Privacy protection of China's top websites: A Multi-layer privacy measurement via network behaviours and privacy policies;In the booming development of China's digital economy, the privacy and security issues of personal data in website applications are vital important. Websites need to implement basic personal information protection measures according to China's existing statutory requirements for privacy protection, such as disclosing personal information protection policies. However, there still is possibility to leak personal information although the sites adopt the self-regulation way. In this study, we first propose the measurement study of popular websites in China combining strategy analysis and web verification, in hope of providing countermeasures for the development of the personal information protection legal system in China. The study is achieved by analysing a collection of 199,060 network behaviours from 663 websites spanning half a year, studying the consistency between behaviour and policy in websites and conducting a systematic analysis of the privacy policies disclosed on all websites. The findings are multi-fold, 67.6% of popular websites in China have publicly disclosed their privacy policies and all compliance requirements have reached more than 60%, while less than 5% of websites have clearly disclosed and strictly followed the policy statement on third-party sharing and cookie retention. Overall, we conclude that the website has a moderate level of transparency under the existing legal conditions, but there is still a lack of functional and usable mechanisms and regulations for users to consent to or deny processing of their personal data on the Internet. To this end, we analyse the measurement results and put forward appropriate recommendations for the website owners, legal institutions and regulatory authorities. © 2022;Measuring ─ Personal data ─ Privacy policy ─ Privacy protection ─ Web privacy;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174302261&doi=10.1016%2fj.cose.2023.103507&partnerID=40&md5=20a483121b1049377ea390b9b14c2e7a;10.1016/j.cose.2023.103507;Berens B.M. ─ Bohlender M. ─ Dietmann H. ─ Krisam C. ─ Kulyk O. ─ Volkamer M.;2024;Comput Secur;Article;Cookie disclaimers: Dark patterns and lack of transparency;While cookie disclaimers on websites have been proposed to ensure that users make informed decisions regarding consenting to data collection via cookies, such informed consent is hindered by several factors. One of them is the presence of so-called dark patterns, that is, design elements that are used to lead users to accept more cookies than needed and more than they are aware of. The second factor is lack of transparency on behalf of the service providers with regards to what happens if the user does not consent to cookie usage even despite dark patterns nudging them to do so. The contributions of this paper are (1) evaluating the efficacy of several of these factors while measuring actual behaviour ─ (2) identifying users' attitude towards cookie disclaimers including how they decide which cookies to accept or reject ─ (3) assessing the behaviour of websites regarding storing non-necessary cookies despite user's consent. We show that different visual representation of the reject/accept option have a significant impact on users' decision. We also found that the labelling of the reject option has a significant impact. In addition, we confirm previous research regarding biasing text (which has no significant impact on users' decision). Our results on users' attitude towards cookie disclaimers indicate that for several user groups the design of the disclaimer only plays a secondary role when it comes to decision making. We furthermore show that even without user's explicit consent, the majority of websites we investigated still uses non-necessary cookies. We provide recommendations on how to improve the situation for different stakeholders, namely, for developers and policy makers. © 2023;Cookies ─ Dark patterns ─ Privacy ─ User study ─ Web tracking;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159220186&doi=10.1145%2f3578503.3583601&partnerID=40&md5=5ecaf9f8857bb63665c3845257f349c9;10.1145/3578503.3583601;Alby T.;2023;15th ACM Web Science Conference, WebSci 2023;Conference paper;Popular, but hardly used: Has Google Analytics been to the detriment of Web Analytics?;Since 2005, Google has been offering a free version of Google Analytics, allowing website owners to access detailed user behavior data. However, while more and more features and tools have been added to the Google measurement suite since then, it is unclear if the free availability of these tools has really helped users to derive actionable insights for their websites. Earlier studies based on a small number of interviews have suggested that users tend to play with the tools as they lack data literacy, but a broader analysis has been missing by now. Our contribution is a large-scale study of Google Analytics implementations to examine what advanced features are used, allowing conclusions to be drawn about the webmasters' analysis capabilities. In addition, we detail how difficult it has become to conduct such a study due to the arrangements that website owners have to put in place to comply with the GDPR requirements, but also due to the possibility of obfuscation with the latest development of web analytics software.  © 2023 Owner/Author.;data literacy ─ digital analytics ─ gdpr ─ google analytics ─ web analytics ─ web privacy measurement;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143046760&doi=10.1145%2f3548606.3560641&partnerID=40&md5=199d372640b64a4f48fc68989421f7e8;10.1145/3548606.3560641;Oh C. ─ Kanich C. ─ McCoy D. ─ Pearce P.;2022;28th ACM SIGSAC Conference on Computer and Communications Security, CCS 2022;Conference paper;Cart-ology: Intercepting Targeted Advertising via Ad Network Identity Entanglement;"Targeted advertising is a pervasive practice in the advertising ecosystem, with complex representations of user identity central to targeting. Ad networks are incentivized to tie ephemeral cookies across devices to lasting durable identifiers such as email addresses in order to develop comprehensive cross-device user profiles. Third-party ad networks typically do not have relationships with users and must rely on external parties such as merchant websites for durable identity information, introducing intricate trust relationships. We find attackers can exploit these trust relationships to confuse an ad network into linking an unprivileged attacker's browser to a victim's identity, thus ""impersonating""the victim to the ad network. We present Advertising Identity Entanglement, a vulnerability to extract specific user browsing behavior from ad networks remotely, knowing only a victim's email address, with no access to the victim, ad network, or websites. This new fundamental flaw in cross-device tracking allows attackers to pass erroneous identity information to third-party ad networks, causing the networks to confuse attacker and victim. Once entangled, the attacker receives advertisements intended for the victim across the entire ad network. We find identity entanglement is a significant user privacy vulnerability where attackers can learn detailed victim browsing activity such as retail websites, products, and even specific apartments or hotels the victim has interacted with. The vulnerability is also bi-directional, with the attacker able to cause specific ads to be shown to the victim, introducing the possibility of embarrassment attacks and blackmail. We have disclosed the vulnerability ─ Criteo, one of the largest third-party ad networks, acknowledges the attack. © 2022 Owner/Author.";ad networks ─ targeted advertising ─ tracking ─ web privacy;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142674397&doi=10.1007%2f978-3-031-20891-1_23&partnerID=40&md5=3e6060b3cc98a2e4e8ce811bd06741e1;10.1007/978-3-031-20891-1_23;Waheed N. ─ Ikram M. ─ Hashmi S.S. ─ He X. ─ Nanda P.;2022;23rd International Conference on Web Information Systems Engineering, WISE 2021;Conference paper;An Empirical Assessment of Security and Privacy Risks of Web-Based Chatbots;Web-based chatbots provide website owners with the benefits of increased sales, immediate response to their customers, and insight into customer behaviour. While Web-based chatbots are getting popular, they have not received much scrutiny from security researchers. The benefits to owners come at the cost of users’ privacy and security. Vulnerabilities, such as tracking cookies and third-party domains, can be hidden in the chatbot’s iFrame script. This paper presents a large-scale analysis of five Web-based chatbots among the top 1-million Alexa websites. Through our crawler tool, we identify the presence of chatbots in these 1-million websites. We discover that 13,392 out of the top 1- million Alexa websites (1.58%) use one of the five analysed chatbots. Our analysis reveals that the top 300k Alexa ranking websites are dominated by Intercom chatbots that embed the least number of third-party domains. LiveChat chatbots dominate the remaining websites and embed the highest samples of third-party domains. We also find that 721 (5.38%) web-based chatbots use insecure protocols to transfer users’ chats in plain text. Furthermore, some chatbots heavily rely on cookies for tracking and advertisement purposes. More than two-thirds (68.92%) of the identified cookies in chatbot iFrames are used for ads and tracking users. Our results show that, despite the promises for privacy, security, and anonymity given by most websites, millions of users may unknowingly be subject to poor security guarantees by chatbot service providers. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.;Chatbot ─ Web privacy ─ Web-based chatbot;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104967381&doi=10.1145%2f3422337.3447827&partnerID=40&md5=69d69b096aa63113e2aa53fe32fc3da2;10.1145/3422337.3447827;Nokhbeh Zaeem R. ─ Barber K.S.;2021;11th ACM Conference on Data and Application Security and Privacy, CODASPY 2021;Conference paper;A Large Publicly Available Corpus of Website Privacy Policies Based on DMOZ;Studies have shown website privacy policies are too long and hard to comprehend for their target audience. These studies and a more recent body of research that utilizes machine learning and natural language processing to automatically summarize privacy policies greatly benefit, if not rely on, corpora of privacy policies collected from the web. While there have been smaller annotated corpora of web privacy policies made public, we are not aware of any large publicly available corpus. We use DMOZ, a massive open-content directory of the web, and its manually categorized 1.5 million websites, to collect hundreds of thousands of privacy policies associated with their categories, enabling research on privacy policies across different categories/market sectors. We review the statistics of this corpus and make it available for research. We also obtain valuable insights about privacy policies, e.g., which websites post them less often. Our corpus of web privacy policies is a valuable tool at the researchers' disposal to investigate privacy policies. For example, it facilitates comparison among different methods of privacy policy summarization by providing a benchmark, and can be used in unsupervised machine learning to summarize privacy policies. © 2021 ACM.;Corpus ─ datasets ─ dmoz ─ privacy policies;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180010537&doi=10.1145%2f3603216.3624960&partnerID=40&md5=6f149db25d3afbfc3ba820afb498c12d;10.1145/3603216.3624960;Lopes D. ─ Castro D. ─ Barradas D. ─ Santos N.;2023;22nd Workshop on Privacy in the Electronic Society, WPES 2023;Conference paper;TIGER: Tor Traffic Generator for Realistic Experiments;Tor is the most widely adopted anonymity network, helping safeguard the privacy of Internet users, including journalists and human rights activists. However, effective attacks aimed at deanonymizing Tor users' remains a significant threat. Unfortunately, evaluating the impact such attacks by collecting realistic Tor traffic without gathering real users' data poses a significant challenge. This paper introduces TIGER (Tor traffIc GEnerator for Realistic experiments), a novel framework that automates the generation of realistic Tor traffic datasets towards improving our understanding of the robustness of Tor's privacy mechanisms. To this end, TIGER allows researchers to design large-scale testbeds and collect data on the live Tor network while responsibly avoiding the need to collect real users' traffic. We motivate the usefulness of TIGER by collecting a preliminary dataset with applicability to the evaluation of traffic confirmation attacks and defenses.  © 2023 Owner/Author.;dataset generation ─ tor ─ traffic analysis ─ web privacy;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164412827&doi=10.23919%2fIFIPNetworking57963.2023.10186362&partnerID=40&md5=cfeff8c165d391ea2985460ea259aa3c;10.23919/IFIPNetworking57963.2023.10186362;Sengupta J. ─ Kosek M. ─ Fries J. ─ Dikshit P. ─ Bajpai V.;2023;22nd International Federation for Information Processing Conference on Networking, IFIP Networking 2023;Conference paper;Web Privacy By Design: Evaluating Cross-layer Interactions of QUIC, DNS and H/3;Every Web session involves a DNS resolution. While, in the last decade, we witnessed a promising trend towards an encrypted Web in general, DNS encryption has only recently gained traction with the standardisation of DNS over TLS (DoT) and DNS over HTTPS (DoH). Meanwhile, the rapid rise of QUIC deployment has now opened up an exciting opportunity to utilise the same protocol to not only encrypt Web communications, but also DNS. In this paper, we evaluate this benefit of using QUIC to coalesce name resolution via DNS over QUIC (DoQ), and Web content delivery via HTTP/3 (H3) with 0-RTT. We compare this scenario using several possible combinations where H3 is used in conjunction with DoH and DoQ, as well as the unencrypted DNS over UDP (DoUDP). We observe, that when using H3 1-RTT, page load times with DoH can get inflated by >30% over fixed-line and by >50% over mobile when compared to unencrypted DNS with DoUDP. However, this cost of encryption can be drastically reduced when encrypted connections are coalesced (DoQ + H3 0-RTT), thereby reducing the page load times by 1/3 over fixed-line and 1/2 over mobile, overall making connection coalescing with QUIC the best option for encrypted communication on the Internet.  © 2023 IFIP.;DNS ─ HTTP/3 ─ QUIC ─ Web;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126882189&doi=10.1109%2fICMEAS52683.2021.9692370&partnerID=40&md5=8a851fe2217cfd1abbf220b3dc375aa2;10.1109/ICMEAS52683.2021.9692370;Omoogun-Anaekwe M. ─ Adeshina S.A.;2021;1st International Conference on Multidisciplinary Engineering and Applied Science, ICMEAS 2021;Conference paper;A Proposed Framework for Tracking and Identifying Users of Web Surfing Sessions;The internet is a very important tool used in our daily lives. Due to its benefit of easy transfer of information, most people have made the web a virtual place where they store various information and carryout daily commercial and personal activities. The volume of information deposited on the web, aids easy tracking of individuals because of the footprints they leave behind during various web sessions. Tracking users can be very helpful to both government and private organizations in identifying persons, their interests, and other traits they possess, which helps them target interventions accordingly. This paper discusses several mechanisms and web objects such as HTTP cookies, proxy servers, scripting etc. that can be used to track and uniquely identify users surfing the web. Related works to this paper are discussed and finally, a mechanism which combines the use of various web objects and protocols was proposed to accurately track and identify unique users during web surfing sessions. This proposed mechanism consists of three main steps ─ data retrieval, data analysis to identify the user and devices the user uses when surfing the web and finally summarization of the derived user information for clear and easy understanding  © 2021 IEEE.;Device and Browser fingerprinting ─ HTTP Cookies ─ Scripting ─ Web Privacy ─ Web Tracking;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156258239&doi=10.1007%2fs42001-023-00208-9&partnerID=40&md5=822d351a77f3e873922a8cc528061f20;10.1007/s42001-023-00208-9;Urman A. ─ Makhortykh M.;2023;J Comput Soc Sc;Article;You are how (and where) you search? Comparative analysis of web search behavior using web tracking data;In this article, we conduct a comparative analysis of web search behaviors in Switzerland and Germany. For this aim, we rely on a combination of web tracking data and survey data collected over a period of 2 months from users in Germany (n = 558) and Switzerland (n = 563). We find that web search accounts for 13% of all desktop browsing, with the share being higher in Switzerland than in Germany. In over 50% of cases users clicked on the first search result, with over 97% of all clicks being made on the first page of search outputs. Most users rely on Google when conducting searches, with some differences observed in users’ preferences for other engines across demographic groups. Further, we observe differences in the temporal patterns of web search use between women and men, marking the necessity of disaggregating data by gender in observational studies regarding online information seeking behaviors. Our findings highlight the contextual differences in web search behavior across countries and demographic groups that should be taken into account when examining search behavior and the potential effects of web search result quality on societies and individuals. © 2023, The Author(s).;Germany ─ Search engines ─ Survey ─ Switzerland ─ Web search behavior ─ Web tracking;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190436364&doi=10.1109%2fSIN60469.2023.10474822&partnerID=40&md5=3c4b40b844ccfb2da27f73af4765868d;10.1109/SIN60469.2023.10474822;Puhtila P. ─ Carlsson R. ─ Rauti S.;2023;16th International Conference on Security of Information and Networks, SIN 2023;Conference paper;Privacy Risks of Third-Party Services on Women's Shelter Websites;Women's shelters usually operate with a commitment to confidentiality to protect the privacy and safety of the help-seeking individuals. In today's digital age, this principle also extends to their websites, highlighting the importance of online visitors' privacy. This study discusses the potential negative outcomes of using third-party analytics services on websites of the women's shelters, conducted by analyzing the contents of web requests made to third parties and how they jeopardize the user privacy. The results show that 95.5% of the studied websites leak visitors' personal data, such as IP addresses, and device identifiers. Along with these identifying details, the current website URL is also leaked, potentially revealing the user's intent to seek help. Consequently, detailed profiles of violence victims could be created by third parties. The study also offers recommendations to protect the confidential personal data of vulnerable individuals seeking support. © 2023 IEEE.;third-party services ─ violence shelters ─ web privacy ─ women's shelters;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158844219&doi=10.1109%2fWI-IAT55865.2022.00095&partnerID=40&md5=9f45d01237561e067a1bcd96ce6a94f0;10.1109/WI-IAT55865.2022.00095;Siegert V. ─ Kirchhoff A. ─ Gaedke M.;2022;2022 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology, WI-IAT 2022;Conference paper;ConTED: Towards Content Trust for the Decentralized Web;The initiatives for redecentralization of the Web such as SoLiD aim to enhance users' privacy by enforcing transparency about the data used by Web applications. However, it is a challenge for a Web application acquiring data from third-party sources to trust data originating from many or even hidden parties. A decentralized web application requires to evaluate trust and take trust-aware decisions autonomously without relying on a centralized infrastructure. While many related trust models consider direct or reputation-based trust for making trust-aware decisions, in decentralized web applications content and context factors (called content trust) become critical due to the arbitrary number of potential data providers and the contextual nature of trust. Besides, the dynamic nature of the de-centralized web necessitates trust-aware decisions that are made autonomously by the machine in a collaborative environment without further human intervention. To address these challenges, we present ConTED, a content trust evaluation framework for enabling decentralized Web applications to evaluate content trust autonomously. We also describe the architecture concept, which makes it feasible to integrate content trust models for decentralized Web applications. To demonstrate the feasibility, ConTED is integrated with aTLAS testbed, a web-based test bed to examine trust for a redecentralized web. Finally, we evaluate ConTED in terms of scalability and accuracy through a set of experiments.  © 2022 IEEE.;Decentralization ─ Trust ─ Web application modelling and engineering ─ Web security and privacy;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152614756&doi=10.1145%2f3579846&partnerID=40&md5=51ce82c42c88abbb4626e03c478ee491;10.1145/3579846;Fouquet R. ─ Laperdrix P. ─ Rouvoy R.;2023;ACM Trans. Internet Technol.;Article;Breaking Bad: Quantifying the Addiction of Web Elements to JavaScript;While JavaScript established itself as a cornerstone of the modern web, it also constitutes a major tracking and security vector, thus raising critical privacy and security concerns. In this context, some browser extensions propose to systematically block scripts reported by crowdsourced trackers lists. However, this solution heavily depends on the quality of these built-in lists, which may be deprecated or incomplete, thus exposing the visitor to unknown trackers. In this article, we explore a different strategy by investigating the benefits of disabling JavaScript in the browser. More specifically, by adopting such a strict policy, we aim to quantify the JavaScript addiction of web elements composing a web page through the observation of web breakages. As there is no standard mechanism for detecting such breakages, we introduce a framework to inspect several page features when blocking JavaScript, that we deploy to analyze 6,384 pages, including landing and internal web pages. We discover that 43% of web pages are not strictly dependent on JavaScript and that more than 67% of pages are likely to be usable as long as the visitor only requires the content from the main section of the page, for which the user most likely reached the page, while reducing the number of tracking requests by 85% on average. Finally, we discuss the viability of currently browsing the web without JavaScript and detail multiple incentives for websites to be kept usable without JavaScript.  © 2023 Copyright held by the owner/author(s). Publication rights licensed to ACM.;JavaScript ─ page breakage ─ Web privacy;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179838000&doi=10.1145%2f3576915.3623084&partnerID=40&md5=225e6fe1c3cf73a330d310a6a15290a9;10.1145/3576915.3623084;Lee C. ─ Son S.;2023;30th ACM SIGSAC Conference on Computer and Communications Security, CCS 2023;Conference paper;AdCPG: Classifying JavaScript Code Property Graphs with Explanations for Ad and Tracker Blocking;Advertising and tracking service (ATS) blocking has been safeguarding the privacy of millions of Internet users from privacy-invasive tracking behaviors. Previous research has proposed using a graph representation that models the structural relationships in loading web resources and then conducting ATS node classification based on this graph representation. However, these context-based ATS classification methods suffer from (1) inconsistent classification due to the varying context in which ATS resources are loaded and (2) a lack of explainability of the classification results, making it difficult to identify the code-level causes for ATS classification. We propose AdCPG, a graph neural network (GNN) framework tailored for ATS classification. Our approach focuses on classifying JavaScript (JS) content rather than considering the loading context of web resources. Given JS files, AdCPG leverages their code property graphs (CPGs) and conducts graph classification on these CPGs that model the semantic and structural information of these JS files. To provide the explanations for ATS classification, AdCPG highlights the JS code that contributes the most to classifying the JS files into ATS using a GNN explainer. AdCPG achieved an accuracy of 98.75% on the Tranco top-10K websites, demonstrating high performance using only JS content. Upon deployment, AdCPG identified 650 JS files from 500 domains that were not detected by any ATS filter lists and previous ATS classification tools. AdCPG plays a complementary role in identifying ATS resources while providing code-level explanations, which minimizes the engineering effort required to validate ATS classification results. © 2023 Copyright held by the owner/author(s). Publication rights licensed to ACM.;code property graph ─ explainable AI ─ graph neural networks ─ web advertising ─ web tracking;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119342184&doi=10.1145%2f3460120.3485347&partnerID=40&md5=cfae96fdb8e87450894678f1a6a0e22c;10.1145/3460120.3485347;Mitseva A. ─ Pennekamp J. ─ Lohmöller J. ─ Ziemann T. ─ Hoerchner C. ─ Wehrle K. ─ Panchenko A.;2021;27th ACM Annual Conference on Computer and Communication Security, CCS 2021;Conference paper;POSTER: How Dangerous is My Click? Boosting Website Fingerprinting by Considering Sequences of Webpages;Website fingerprinting (WFP) is a special case of traffic analysis, where a passive attacker infers information about the content of encrypted and anonymized connections by observing patterns of data flows. Although modern WFP attacks pose a serious threat to online privacy of users, including Tor users, they usually aim to detect single pages only. By ignoring the browsing behavior of users, the attacker excludes valuable information: users visit multiple pages of a single website consecutively, e.g., by following links. In this paper, we propose two novel methods that can take advantage of the consecutive visits of multiple pages to detect websites. We show that two up to three clicks within a site allow attackers to boost the accuracy by more than 20% and to dramatically increase the threat to users' privacy. We argue that WFP defenses have to consider this new dimension of the attack surface. © 2021 Owner/Author.;traffic analysis ─ web privacy ─ website fingerprinting;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186588469&doi=10.1080%2f19331681.2024.2316679&partnerID=40&md5=487d17fd4193373ef0801a7c95851ae8;10.1080/19331681.2024.2316679;Kirkizh N. ─ Ulloa R. ─ Stier S. ─ Pfeffer J.;2024;J. Inf. Technol. Polit.;Article;Predicting political attitudes from web tracking data: a machine learning approach;Anecdotal evidence suggests that the surge of populism and subsequent political polarization might make voters’ political preferences more detectable from digital trace data. This potential scenario could expose voters to the risk of being targeted and easily influenced by political actors. This study investigates the linkage between over 19,000,000 website visits, tracked from 1,003 users in Germany, and their survey responses to explore whether website choices can accurately predict political attitudes across five dimensions: Immigration, democracy, issues (such as climate and the European Union), populism, and trust. Our findings indicate a limited ability to identify political attitudes from individuals’ website visits. Our most effective machine learning algorithm predicted interest in politics and attitudes toward democracy but with dependency on model parameters. Although website categories exhibited suggestive patterns, they only marginally distinguished between individuals with anti- or pro-immigration attitudes, as well as those with populist or mainstream attitudes. This further confirm the reliability of surveys in measuring attitudes compared to digital trace data and, from a normative perspective, suggests that the potential to extract sensitive political information from online behavioral data, which could be utilized for microtargeting, remains limited. © 2024 The Author(s). Published with license by Taylor & Francis Group, LLC.;life-style, immigration, climate change, democracy, European union ─ machine learning ─ Political attitudes ─ surveys ─ web tracking data;;;;;
Scopus;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098671085&doi=10.23919%2fCNSM50824.2020.9269065&partnerID=40&md5=628e7aa5960980ce40c079b58e8b8c51;10.23919/CNSM50824.2020.9269065;Castell-Uroz I. ─ Poissonnier T. ─ Manneback P. ─ Barlet-Ros P.;2020;16th International Conference on Network and Service Management, CNSM 2020, 2nd International Workshop on Analytics for Service and Application Management, AnServApp 2020 and 1st International Workshop on the Future Evolution of Internet Protocols, IPFuture 2020;Conference paper;URL-based web tracking detection using deep learning;The pervasiveness of online web tracking poses a constant threat to the privacy of Internet users. Millions of users currently employ content-blockers in their web browsers to block tracking resources in real time. Although content-blockers are based on blacklists, which are known to be difficult to maintain and easy to evade, the research community has not succeeded in replacing them with better alternatives yet. Most of the methods recently proposed in the literature obtain good detection accuracy, but at the expense of increasing their complexity and making them more difficult to maintain and configure by the end user. In this paper, we present a new web tracking detection method, called Deep Tracking Detector (DTD), that analyzes the properties of URL strings to detect tracking resources, without using any other external features. Consequently, DTD can easily be implemented in a browser plugin and operate in real time. Our experimental results, with more than 5M HTTP requests from 100K websites, show that DTD achieves a detection accuracy higher than 97% by looking only at the URL of the resources.  © 2020 IFIP.;Deep learning ─ URL classification ─ Web tracking;;;;;
